contract,found vulnerablities,code_coverage,branch_coverage
./chy_data/regen_return_ue/0xf29ebe930a539a60279ace72c707cba851a57707.sol,[],69.38775510204081,77.77777777777779
./chy_data/regen_return_ue/0x9d06cbafa865037a01d322d3f4222fa3e04e5488.sol,"[{""type"":""Assertion failure"",""txs"":[{""tokens_buy()"":{""argtype"":[],""argdata"":[]}}],""pc"":921}]",98.49108367626886,95
./chy_data/regen_return_ue/BigRisk.sol,"[{""type"":""Transaction order dependency "",""txs"":[{""enter()"":{""argtype"":[],""argdata"":[]}},{""enter()"":{""argtype"":[],""argdata"":[]}},{""entries(address)"":{""argtype"":[""address""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""]}},{""enter()"":{""argtype"":[],""argdata"":[]}},{""enter()"":{""argtype"":[],""argdata"":[]}},{""entries(address)"":{""argtype"":[""address""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef""]}},{""enter()"":{""argtype"":[],""argdata"":[]}}],""pc"":754}]",96.67519181585678,84.375
./chy_data/regen_return_ue/0x4a66ad0bca2d700f11e1f2fc2c106f7d3264504c.sol,[],86.15664845173042,85.29411764705883
./chy_data/regen_return_ue/0x8fd1e427396ddb511533cf9abdbebd0a7e08da35.sol,[],99.83249581239531,98.4375
./chy_data/regen_return_ue/0x663e4229142a27f00bafb5d087e1e730648314c3.sol,[],99.46380697050938,97.2972972972973
./chy_data/regen_return_ue/king_of_the_ether_throne.sol,"[{""type"":""Assertion failure"",""txs"":[{""pastMonarchs(uint256)"":{""argtype"":[""uint256""],""argdata"":[""115792089237316195423570985008687907853269984665640564039457584007913129639935""]}}],""pc"":1268}]",93.41894060995185,77.94117647058823
./chy_data/regen_return_ue/HelpMeSave.sol,"[{""type"":""Unprotected selfdestruct"",""txs"":[{""recovery(string,address)"":{""argtype"":[""string"",""address""],""argdata"":["""",""0x0000000000000000000000000000000000000000""]}}],""pc"":823}]",83.99503722084367,76
./chy_data/regen_return_ue/etherpot_lotto.sol,"[{""type"":""Assertion failure"",""txs"":[{""cash(uint256,uint256,address)"":{""argtype"":[""uint256"",""uint256"",""uint160""],""argdata"":[""115792089237316195423570985008687907853269984665640564039457584007913129639935"",""104065877583126237450906567857775937602980118716692693125815860624885220573502"",""2""]}}],""pc"":1188},{""type"":""Assertion failure"",""txs"":[{""getSubpot(uint256,uint256)"":{""argtype"":[""uint256"",""uint256""],""argdata"":[""115792089237316195423570985008687907853269984665640564039457584007913129639935"",""1""]}}],""pc"":650}]",87.53086419753086,89.39393939393939
./chy_data/regen_return_ue/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,"[{""type"":""Reentrancy "",""txs"":[{""transfer(address,address[],uint256[])"":{""argtype"":[""address"",""address[]"",""uint256[]""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",""['0xcafebabecafebabecafebabecafebabecafebabe', '0xcafebabecafebabecafebabecafebabecafebabe']"",""[0, 2]""]}}],""pc"":1187},{""type"":""Unhandled exception "",""txs"":[{""transfer(address,address[],uint256[])"":{""argtype"":[""address"",""address[]"",""uint256[]""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",""['0xffffffffffffffffffffffffffffffffffffffff', '0xcafebabecafebabecafebabecafebabecafebabe']"",""[0, 0]""]}},{""transfer(address,address[],uint256[])"":{""argtype"":[""address"",""address[]"",""uint256[]""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",""['0xffffffffffffffffffffffffffffffffffffffff', '0xcafebabecafebabecafebabecafebabecafebabe']"",""[0, 0]""]}},{""balances(address)"":{""argtype"":[""address""],""argdata"":[""0xffffffffffffffffffffffffffffffffffffffff""]}},{""transfer(address,address[],uint256[])"":{""argtype"":[""address"",""address[]"",""uint256[]""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",""['0xffffffffffffffffffffffffffffffffffffffff', '0xcafebabecafebabecafebabecafebabecafebabe']"",""[0, 0]""]}},{""transfer(address,address[],uint256[])"":{""argtype"":[""address"",""address[]"",""uint256[]""],""argdata"":[""0xdeadbeefdeadbeefdeadbeefdeadbeefdeadbeef"",""['0xffffffffffffffffffffffffffffffffffffffff', '0xcafebabecafebabecafebabecafebabecafebabe']"",""[0, 0]""]}},{""balances(address)"":{""argtype"":[""address""],""argdata"":[""0xffffffffffffffffffffffffffffffffffffffff""]}},{""balances(address)"":{""argtype"":[""address""],""argdata"":[""0xcafebabecafebabecafebabecafebabecafebabe""]}}],""pc"":1187}]",94.31216931216932,73.68421052631578
./chy_data/regen_return_ue/0x7d09edb07d23acb532a82be3da5c17d9d85806b4.sol,"[{""type"":""Assertion failure"",""txs"":[{""play()"":{""argtype"":[],""argdata"":[]}}],""pc"":1899},{""type"":""Assertion failure"",""txs"":[{""players(uint256)"":{""argtype"":[""uint256""],""argdata"":[""1""]}}],""pc"":2357},{""type"":""Transaction order dependency "",""txs"":[{""wager()"":{""argtype"":[],""argdata"":[]}},{""wager()"":{""argtype"":[],""argdata"":[]}},{""play()"":{""argtype"":[],""argdata"":[]}},{""wager()"":{""argtype"":[],""argdata"":[]}},{""wager()"":{""argtype"":[],""argdata"":[]}},{""play()"":{""argtype"":[],""argdata"":[]}},{""play()"":{""argtype"":[],""argdata"":[]}}],""pc"":1452}]",96.08865710560626,95.55555555555556
